age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
31,180,73,China PR,65,65,65,50,65,63,35,65,60,62,66,61,71,70,70,66,65,63,67,14,8,13,9,10,4000.0
28,179,71,China PR,65,65,64,58,54,65,52,60,39,42,59,57,78,75,77,63,74,58,59,13,12,10,10,7,5000.0
30,182,73,China PR,65,65,68,62,62,66,57,62,75,72,67,66,70,67,75,64,64,59,60,13,10,11,14,7,6000.0
26,188,83,Scotland,65,68,25,26,73,49,29,48,24,26,43,60,54,53,58,58,54,65,63,8,14,13,14,12,2000.0
27,173,63,Switzerland,65,66,56,60,39,67,58,65,59,60,62,67,76,74,85,65,90,40,44,7,14,11,10,11,7000.0
30,186,84,China PR,65,66,14,18,18,25,20,13,14,13,17,25,45,42,35,61,53,18,13,66,61,61,67,63,2000.0
29,191,87,China PR,65,66,44,27,64,59,29,58,58,54,65,53,53,35,56,54,58,65,63,13,16,14,14,14,3000.0
28,190,83,Croatia,65,66,23,15,71,59,15,29,12,21,56,39,42,44,51,59,49,69,66,11,6,6,10,12,3000.0
25,192,82,Austria,65,67,11,7,15,26,8,10,13,11,13,20,33,25,30,62,29,11,12,65,62,57,63,67,3000.0
29,175,78,United States,65,65,36,33,57,66,33,61,36,32,56,65,68,65,59,61,57,65,63,16,12,13,9,7,2000.0
25,186,82,Norway,65,70,46,65,65,54,55,58,58,50,40,60,69,71,68,63,68,22,18,12,14,8,16,9,2000.0
27,171,68,France,65,66,55,66,55,65,63,68,57,62,60,64,88,79,89,64,77,22,23,11,9,10,13,10,2000.0
27,179,74,Romania,65,66,58,42,61,64,35,62,45,43,60,64,77,77,72,61,69,62,62,8,11,10,12,8,2000.0
31,173,60,China PR,65,65,54,27,49,66,25,57,42,35,67,62,73,72,70,63,63,62,61,16,7,7,11,12,5000.0
26,181,82,Argentina,65,68,56,22,66,56,30,49,30,31,45,57,67,66,56,54,52,67,69,7,12,14,16,16,3000.0
26,178,73,England,65,67,65,60,51,65,47,65,58,57,62,65,73,72,71,66,74,60,53,9,9,6,8,12,4000.0
28,187,72,China PR,65,65,18,16,19,30,14,14,13,11,23,24,49,42,30,65,53,14,12,62,64,60,65,67,4000.0
32,182,75,Norway,65,65,69,64,53,64,55,68,73,73,61,66,66,70,75,61,64,64,61,8,15,8,9,9,1000.0
25,171,67,Argentina,65,70,66,55,49,67,59,67,55,52,66,70,69,65,71,64,67,60,55,6,12,16,12,6,4000.0
32,180,75,China PR,65,65,65,58,43,66,63,65,70,59,62,68,72,74,70,55,70,42,38,12,9,8,7,15,3000.0
25,183,80,Korea Republic,65,69,21,36,71,51,48,25,23,47,32,54,70,80,45,57,67,63,62,6,10,13,12,12,2000.0
31,175,71,Korea Republic,65,65,64,57,33,61,49,64,50,40,53,63,81,79,78,60,70,40,40,11,10,7,11,13,2000.0
27,187,78,France,65,69,21,18,16,24,17,14,15,21,20,18,25,26,31,62,28,14,12,66,63,62,64,64,1000.0
24,175,72,England,65,70,68,57,44,62,55,68,67,65,63,62,77,78,76,59,84,60,57,7,13,11,11,16,3000.0
24,175,75,England,65,71,57,59,55,68,69,62,58,54,67,67,74,69,73,60,71,62,59,14,8,9,12,10,3000.0
27,195,81,England,65,67,11,10,11,30,12,12,17,18,34,20,40,49,35,61,51,16,17,67,62,60,63,67,6000.0
28,179,70,Scotland,65,65,52,66,64,58,64,62,62,59,43,65,75,72,74,65,72,32,35,11,7,13,15,11,8000.0
27,194,85,Netherlands,65,65,39,62,63,65,50,63,64,46,65,63,54,64,35,65,33,62,60,7,13,15,15,15,3000.0
27,184,76,Austria,65,67,38,38,62,64,32,53,48,32,60,56,61,49,65,62,65,65,64,8,8,12,13,11,5000.0
28,194,89,Denmark,65,65,32,69,75,60,60,61,64,68,45,61,34,34,50,66,45,26,22,15,6,13,7,10,7000.0
26,189,81,Romania,65,69,33,27,69,53,22,28,19,18,53,51,66,74,69,50,69,66,63,11,14,14,14,8,2000.0
27,186,77,Germany,65,66,47,27,56,66,38,39,31,38,53,65,62,63,61,64,66,67,65,8,9,10,8,9,2000.0
26,173,72,Germany,65,67,54,59,46,66,63,69,71,67,52,69,74,65,86,63,84,21,17,7,12,8,7,15,2000.0
24,186,86,Germany,65,71,18,15,19,39,15,21,21,16,34,26,48,47,35,55,53,12,9,68,64,57,63,68,800.0
34,180,74,Uruguay,65,65,57,55,65,63,54,67,67,68,66,66,67,65,63,64,63,57,56,14,16,7,13,8,500.0
28,183,80,Germany,65,65,40,64,66,63,60,65,50,37,44,68,70,74,70,60,71,21,22,14,10,13,7,15,2000.0
26,185,80,Sweden,65,67,60,50,41,63,46,61,48,39,52,62,77,84,70,60,61,53,54,8,13,16,6,9,1000.0
23,180,82,Switzerland,65,74,46,64,64,52,55,63,56,34,36,63,80,83,74,65,80,18,21,9,14,11,8,16,3000.0
31,186,80,Serbia,65,65,17,10,18,22,12,12,13,14,20,17,41,47,32,56,54,19,21,68,59,63,66,68,3000.0
33,180,77,Slovakia,65,65,61,67,53,61,65,62,64,41,59,64,74,76,71,63,70,41,38,13,9,13,12,7,3000.0
25,187,77,Wales,65,69,49,42,62,64,38,55,44,51,64,62,55,59,57,61,64,64,61,8,6,9,16,7,3000.0
26,182,75,France,65,68,55,55,61,70,57,65,55,49,64,67,63,68,71,63,68,63,56,12,15,12,8,7,3000.0
27,179,77,Portugal,65,66,60,56,55,62,42,57,47,46,59,60,69,70,69,63,76,64,62,8,9,13,7,8,2000.0
37,183,77,Brazil,65,65,62,35,57,62,39,61,60,52,61,58,80,82,68,62,60,59,58,13,6,14,13,6,900.0
25,176,74,England,65,70,58,52,54,68,52,67,60,50,62,68,78,77,82,67,74,64,63,7,15,7,9,11,4000.0
27,185,80,Hungary,65,65,60,61,52,68,58,71,58,63,67,69,62,59,69,58,75,56,48,11,6,12,11,11,500.0
32,186,82,France,65,65,27,35,71,50,25,45,28,59,39,52,50,50,52,64,47,63,62,14,13,10,7,11,1000.0
29,179,68,North Macedonia,65,65,66,54,58,64,58,67,68,48,59,64,78,79,73,58,70,53,48,7,13,6,13,7,4000.0
30,187,81,China PR,65,65,19,11,13,30,11,13,17,18,43,23,42,49,43,60,65,11,14,65,64,66,65,65,2000.0
25,174,68,Scotland,65,67,56,64,62,60,60,64,65,67,48,64,80,76,80,60,79,27,23,14,7,13,15,10,2000.0
31,179,78,Argentina,65,65,47,39,61,62,37,55,46,44,63,58,51,56,56,67,52,62,60,16,7,12,16,9,4000.0
32,176,73,China PR,65,65,65,23,56,58,20,55,65,70,58,54,75,73,63,58,69,62,58,13,9,11,6,15,2000.0
28,185,83,China PR,65,65,57,33,71,58,27,52,28,52,59,54,54,65,37,55,67,65,60,14,13,14,16,13,6000.0
31,183,82,China PR,65,65,41,51,75,58,34,56,41,40,54,60,64,50,58,66,74,67,68,14,6,8,7,6,6000.0
32,185,71,China PR,65,65,60,59,70,66,58,64,61,36,52,61,78,79,75,70,56,29,28,10,14,14,12,12,7000.0
27,182,69,China PR,65,65,56,31,57,61,23,60,46,37,62,58,75,73,73,59,62,65,63,14,11,12,15,6,6000.0
28,183,80,China PR,65,67,47,25,64,64,23,42,39,30,55,59,70,72,70,67,66,62,62,7,8,9,12,10,6000.0
25,188,80,Turkey,65,68,53,68,74,50,60,64,59,30,29,65,65,52,51,61,53,29,27,6,9,11,16,8,9000.0
25,175,66,England,65,68,57,68,55,57,58,66,56,29,50,64,85,84,91,62,84,24,20,11,11,9,13,16,3000.0
26,189,81,Argentina,65,66,32,69,74,54,59,59,43,29,46,62,53,34,31,65,33,27,25,11,6,12,13,14,15000.0
28,171,75,Brazil,65,65,62,53,53,73,65,66,68,60,69,68,76,72,71,57,78,55,52,11,11,15,6,9,4000.0
25,183,75,Spain,65,68,62,60,52,67,57,74,49,52,58,71,65,66,65,60,66,57,54,14,14,13,10,9,2000.0
29,180,74,Peru,65,65,62,57,47,63,50,61,61,48,56,66,77,83,81,63,75,30,30,9,7,7,8,8,500.0
25,174,70,Saudi Arabia,65,70,60,48,46,57,44,59,51,36,51,63,85,84,70,59,77,57,60,7,7,12,11,14,7000.0
24,179,71,England,65,69,58,59,57,60,53,63,44,53,57,61,88,91,82,63,80,49,45,15,15,10,11,14,4000.0
23,191,70,England,65,73,14,16,14,33,14,15,19,16,30,20,61,50,60,61,62,21,25,66,61,65,64,68,2000.0
23,180,68,Norway,65,72,66,56,55,66,42,66,65,56,61,69,76,73,78,61,81,62,61,14,15,14,12,15,2000.0
23,188,77,England,65,71,15,18,16,26,13,12,19,10,26,19,39,44,37,58,55,13,19,65,64,63,63,65,2000.0
26,177,74,Colombia,65,70,44,39,47,63,39,56,43,44,58,61,75,67,83,63,79,69,66,15,12,6,11,15,600.0
25,186,74,England,65,70,18,15,23,41,12,21,16,20,46,29,47,44,39,56,65,22,24,66,64,60,63,68,4000.0
25,183,78,Argentina,65,70,43,70,64,55,54,62,46,35,52,66,60,68,66,57,55,20,18,15,14,8,11,11,5000.0
25,188,74,Belgium,65,70,69,35,66,64,45,53,68,66,65,62,63,59,64,64,59,65,65,10,11,13,7,7,2000.0
25,185,70,France,65,70,63,32,65,65,33,60,53,41,60,63,66,66,69,62,71,67,58,12,8,13,16,13,2000.0
25,180,70,England,65,70,57,52,55,58,47,63,53,43,55,60,81,82,77,58,71,61,60,7,9,13,14,7,3000.0
26,174,68,Ivory Coast,65,68,53,48,58,65,49,60,51,52,61,59,84,78,75,56,70,62,65,8,11,9,7,12,1000.0
31,181,70,Bolivia,65,65,48,30,57,66,31,58,37,50,63,62,64,55,60,65,70,60,57,12,15,9,15,15,500.0
29,196,75,Senegal,65,65,54,56,58,65,59,65,62,56,61,66,70,71,57,66,55,65,61,12,9,15,8,15,1000.0
26,185,70,Australia,65,66,57,61,45,65,46,68,50,48,58,66,76,78,70,62,66,38,37,15,16,13,16,8,3000.0
27,176,71,Croatia,65,68,46,52,54,62,46,61,44,45,58,64,68,65,71,69,80,63,66,14,9,12,13,12,1000.0
28,178,76,Germany,65,65,63,56,40,63,60,65,70,72,52,62,80,77,79,60,79,62,61,10,13,15,16,10,1000.0
35,183,79,South Africa,65,65,19,14,29,32,20,24,20,22,41,22,48,45,33,52,55,15,23,67,63,63,65,69,500.0
25,175,70,Republic of Ireland,65,68,59,61,50,67,62,66,61,59,63,65,72,68,74,61,80,63,59,7,10,10,8,11,2000.0
26,169,65,Bolivia,65,66,52,70,54,57,63,74,57,41,53,72,71,73,79,63,91,24,23,13,11,11,7,9,500.0
26,191,78,Curacao,65,68,41,63,64,53,57,53,40,42,40,58,61,66,60,60,52,23,26,12,12,10,11,10,2000.0
27,189,77,Brazil,65,66,49,41,59,72,41,63,41,43,65,67,59,55,60,67,57,69,65,16,10,14,15,13,800.0
24,173,70,Chile,65,72,52,58,57,70,38,64,72,65,66,66,71,72,70,62,70,66,63,13,15,14,14,13,2000.0
24,183,75,Scotland,65,69,62,33,58,61,36,62,42,43,50,62,66,63,68,61,69,62,61,9,14,15,10,14,2000.0
25,185,76,Iceland,65,72,61,52,58,61,49,59,52,50,63,54,66,70,68,65,66,66,63,6,15,7,14,10,3000.0
22,193,86,Sweden,65,72,16,20,12,35,16,17,17,13,37,24,40,42,39,58,42,12,15,66,64,76,59,68,2000.0
30,199,99,Bosnia and Herzegovina,65,65,30,24,69,50,26,37,27,30,46,49,34,36,33,53,32,69,65,9,13,9,12,10,850.0
25,178,67,England,65,68,61,59,49,60,57,63,62,60,56,63,80,76,85,59,73,53,47,13,13,14,7,12,5000.0
28,191,82,United States,65,65,54,59,64,64,45,67,33,29,46,65,72,74,65,58,55,40,35,12,16,9,6,15,3000.0
28,178,68,United States,65,65,55,32,53,59,31,63,54,40,52,64,79,74,74,62,73,62,64,14,14,16,8,6,2000.0
27,187,81,Serbia,65,65,64,61,64,66,63,64,63,65,65,66,60,58,62,64,60,59,56,15,14,15,11,13,3000.0
34,183,71,Japan,65,65,64,56,48,67,59,63,63,64,68,65,34,32,63,60,61,62,58,15,10,16,13,15,3000.0
26,190,85,Denmark,65,68,36,38,64,63,30,42,38,35,60,58,65,61,59,63,58,63,61,10,8,14,11,12,3000.0
26,175,71,England,65,66,51,62,59,64,57,66,52,54,61,63,81,81,85,65,81,52,44,7,8,12,6,8,4000.0
31,175,72,Norway,65,65,66,58,45,67,42,63,55,61,64,67,54,64,73,68,77,55,51,10,9,14,10,11,1000.0
30,185,90,Norway,65,65,62,65,61,65,59,63,64,67,61,65,63,65,58,61,63,27,26,14,6,13,11,16,1000.0
26,180,70,Colombia,65,65,49,49,58,65,30,59,40,35,63,66,53,58,62,65,59,70,68,12,15,16,12,16,700.0
23,170,68,Scotland,65,69,60,27,43,57,30,63,33,32,57,58,82,81,82,57,89,59,58,9,7,10,14,10,3000.0
26,191,83,Austria,65,68,31,44,71,45,32,55,58,64,60,51,40,43,49,62,47,69,62,11,9,15,15,14,2000.0
33,192,79,Korea Republic,65,65,13,17,11,29,11,15,11,16,19,17,43,48,31,58,46,20,13,66,62,61,66,65,1000.0
34,180,75,Paraguay,65,65,60,59,34,69,34,65,49,64,67,65,56,58,55,62,69,62,55,15,14,16,7,11,500.0
25,188,70,England,65,67,37,28,63,64,34,53,31,28,62,55,51,53,50,58,70,67,66,15,9,8,10,11,3000.0
23,170,70,Republic of Ireland,65,74,62,54,38,68,55,67,69,70,68,68,73,69,75,53,85,56,54,14,11,16,11,9,15000.0
28,181,78,Germany,65,67,49,40,62,57,38,57,48,39,48,49,63,54,61,65,67,67,70,11,11,12,9,16,3000.0
27,181,68,Saudi Arabia,65,66,23,24,64,51,21,34,21,21,42,52,53,51,51,62,63,66,59,9,9,11,12,13,9000.0
23,177,70,Argentina,65,73,59,58,46,68,44,70,56,45,61,68,77,70,74,52,69,29,26,8,15,9,9,9,4000.0
23,180,76,Spain,65,74,26,24,64,60,21,36,26,26,40,60,42,41,28,62,63,65,62,7,9,10,15,16,2000.0
24,185,79,Belgium,65,68,52,29,58,64,51,55,49,52,62,62,54,53,61,62,63,65,63,14,12,12,13,8,2000.0
23,178,68,Poland,65,72,49,60,49,70,52,72,52,30,65,70,79,76,76,60,85,52,44,13,12,15,16,11,1000.0
25,183,79,Denmark,65,69,46,41,56,65,28,59,39,32,61,63,59,55,62,62,59,62,51,12,13,11,15,8,1000.0
24,182,80,Russia,65,70,52,59,68,64,49,65,47,48,58,65,75,73,72,58,65,41,32,6,11,14,11,10,11000.0
22,173,69,Norway,65,69,61,59,47,64,45,64,68,68,49,65,74,72,74,59,81,35,33,12,10,11,13,10,2000.0
24,176,73,Spain,65,72,56,43,62,62,42,59,49,48,55,61,74,71,66,59,66,58,63,8,13,6,15,14,9000.0
30,195,88,Australia,65,65,27,28,73,53,23,43,20,47,47,50,37,49,33,52,36,64,64,10,10,6,13,13,700.0
27,191,85,Slovakia,65,67,50,20,65,54,29,37,24,24,56,46,37,48,43,59,46,65,63,14,7,8,16,9,3000.0
25,174,68,England,65,68,63,45,55,62,33,64,39,35,59,62,78,76,73,62,66,61,59,15,9,11,6,11,3000.0
27,185,73,Czech Republic,65,65,58,64,64,58,58,65,56,49,48,66,70,76,67,61,67,28,21,14,10,12,10,10,2000.0
26,180,71,Germany,65,65,57,57,43,63,55,67,53,42,45,66,91,81,81,58,77,45,46,10,7,10,10,9,2000.0
31,189,86,Spain,65,65,32,48,72,57,48,40,29,21,58,48,52,51,58,57,46,66,67,11,11,10,7,8,3000.0
23,185,91,England,65,71,53,66,60,55,58,64,55,60,41,63,71,70,66,61,67,35,29,14,9,9,10,11,2000.0
23,172,75,England,65,74,54,39,53,64,36,59,35,55,61,60,74,70,84,64,83,58,57,12,11,12,12,9,8000.0
31,170,62,Spain,65,65,65,54,69,69,30,59,42,45,52,67,68,61,57,71,76,68,68,8,15,6,11,13,2000.0
34,186,75,Spain,65,65,61,38,60,58,36,54,63,59,59,58,64,66,62,59,55,64,63,7,7,7,13,10,2000.0
24,182,76,Portugal,65,72,67,40,47,53,40,61,63,60,42,60,71,72,61,57,61,65,63,12,7,8,7,7,1000.0
31,191,81,Austria,65,65,28,17,76,56,23,35,30,25,47,43,34,38,48,59,46,66,63,7,9,13,7,15,3000.0
26,182,77,Austria,65,67,57,40,64,66,42,65,37,42,64,66,66,68,59,60,67,63,57,12,10,7,8,6,5000.0
25,168,63,Colombia,65,68,63,36,42,63,36,63,52,31,60,61,78,77,79,58,75,59,61,7,6,12,10,15,600.0
27,176,74,Montenegro,65,65,57,58,37,57,55,65,51,42,44,63,82,81,82,66,82,52,50,13,12,15,13,7,2000.0
29,191,89,Ivory Coast,65,65,53,28,70,53,34,58,41,26,58,59,56,65,63,61,35,61,61,14,13,14,8,15,2000.0
27,189,81,Greece,65,68,33,36,64,48,34,39,31,35,43,46,53,65,49,60,48,67,65,5,12,14,13,11,4000.0
26,183,76,France,65,68,12,19,17,22,10,16,14,10,18,20,42,45,39,64,41,15,10,66,62,62,63,66,1000.0
26,195,92,Austria,65,67,29,18,76,52,24,25,24,28,45,39,33,31,33,48,29,67,61,7,6,8,11,11,5000.0
24,185,78,Turkey,65,73,45,31,59,70,41,66,53,40,65,63,68,73,67,54,59,63,56,9,9,12,8,9,4000.0
24,188,80,Cameroon,65,73,52,50,52,67,50,65,57,40,64,64,64,63,66,60,63,66,62,13,9,7,10,14,3000.0
29,187,83,Austria,65,66,24,21,62,54,29,31,27,24,41,44,55,60,63,50,67,67,65,5,6,7,14,8,5000.0
25,173,63,France,65,70,68,51,60,70,61,68,63,65,68,66,69,71,70,55,82,66,63,9,12,9,12,9,2000.0
23,174,77,Argentina,65,71,65,67,46,65,58,68,59,66,64,59,72,73,64,59,79,31,29,6,9,13,12,13,3000.0
25,173,68,Chile,65,66,66,59,42,65,42,68,43,39,63,67,73,72,75,56,75,65,62,15,5,9,12,14,1000.0
25,182,75,Brazil,65,65,51,25,61,53,57,23,35,50,45,61,64,65,45,61,62,66,65,13,19,15,16,18,6000.0
32,185,77,Spain,65,65,52,32,62,58,37,38,49,52,54,55,49,53,39,62,42,66,65,7,14,9,9,11,2000.0
21,187,77,Brazil,65,65,64,51,63,60,54,73,38,60,59,71,78,70,82,56,76,26,11,16,7,12,9,9,4000.0
29,186,80,Brazil,65,65,39,43,69,49,45,32,42,43,71,55,63,55,62,53,56,71,55,13,17,11,19,13,4000.0
25,180,73,Brazil,65,65,73,45,55,66,47,71,77,75,76,72,74,65,81,59,68,22,22,9,8,7,9,7,4000.0
29,176,72,Brazil,65,65,43,66,60,52,68,67,43,46,38,64,82,87,89,61,75,28,26,13,10,7,12,9,5000.0
33,177,72,Brazil,65,65,51,65,56,61,67,77,41,43,52,64,89,91,77,56,74,17,22,8,7,7,6,9,7000.0
26,178,72,Germany,65,65,53,62,56,67,52,66,50,40,62,65,73,73,74,59,79,48,44,9,15,13,6,5,1000.0
25,190,76,Italy,65,72,52,38,70,60,41,54,41,40,50,56,59,65,48,60,50,64,64,10,9,11,6,6,10000.0
23,176,70,Republic of Ireland,65,71,62,57,37,62,50,64,61,37,58,62,81,82,89,61,79,26,28,6,7,7,14,9,5000.0
23,180,70,Norway,65,72,61,48,48,58,43,57,36,31,53,61,77,74,70,60,63,64,60,11,8,11,11,11,2000.0
22,178,70,Australia,65,72,53,64,45,67,52,63,58,42,66,68,73,76,79,61,73,58,52,10,15,7,12,9,3000.0
30,180,76,Venezuela,65,65,65,45,51,65,35,70,29,40,60,65,80,80,75,65,64,60,60,11,10,11,11,7,500.0
23,189,75,England,65,71,29,28,62,58,23,48,36,24,52,56,60,65,57,57,50,64,63,6,11,11,10,5,3000.0
25,188,86,France,65,72,39,48,71,67,46,67,44,44,65,70,48,47,64,55,52,67,58,10,9,12,5,6,2000.0
23,191,81,England,65,71,54,43,58,63,34,59,41,36,60,62,74,76,64,61,41,64,63,13,12,5,8,11,3000.0
26,185,74,Argentina,65,68,49,48,57,68,46,66,48,59,69,65,64,62,70,63,57,61,55,9,12,5,9,8,3000.0
21,172,66,Norway,65,74,60,41,36,63,56,67,58,40,58,65,83,69,92,62,92,56,52,9,6,11,7,8,1000.0
24,185,77,Argentina,65,73,10,9,10,21,7,5,10,12,17,12,25,30,34,59,44,14,11,67,63,57,64,67,2000.0
23,175,75,France,65,70,51,47,55,47,39,61,37,32,50,60,88,86,85,60,71,61,60,12,7,12,14,10,3000.0
23,178,70,Belgium,65,70,61,66,61,61,54,70,44,46,56,66,76,76,74,52,64,28,20,9,14,6,13,5,3000.0
23,174,64,England,65,72,70,59,55,62,60,70,63,67,60,65,76,72,74,60,86,65,62,14,13,13,12,15,3000.0
23,171,67,Chile,65,73,60,45,42,69,27,56,33,41,64,64,60,72,73,59,73,63,58,14,11,12,13,8,1000.0
27,180,75,Sweden,65,66,63,35,58,66,36,61,66,52,62,62,60,62,68,63,65,61,59,6,7,5,8,8,2000.0
28,174,71,Sweden,65,65,54,39,42,69,44,65,57,53,69,64,75,66,85,67,82,43,43,6,8,5,8,8,3000.0
31,180,70,Ecuador,65,65,64,57,58,65,25,66,30,31,60,59,82,80,78,52,68,62,60,10,6,8,8,14,500.0
25,175,69,Bolivia,65,68,68,60,64,61,57,64,49,29,49,62,76,66,69,60,78,20,19,7,12,10,8,6,500.0
25,176,72,Venezuela,65,70,65,35,41,68,48,65,70,54,64,60,73,69,68,58,85,64,63,6,11,12,12,5,500.0
23,183,76,Switzerland,65,76,41,23,64,62,31,55,33,32,56,60,62,57,54,58,68,65,64,7,11,6,9,7,5000.0
24,185,80,Australia,65,69,24,23,60,59,20,64,27,26,39,57,64,62,37,59,51,68,59,9,14,7,14,12,750.0
25,170,62,Colombia,65,70,65,49,34,68,50,70,53,36,67,70,73,71,72,55,86,32,37,6,13,7,10,6,550.0
23,194,90,France,65,70,12,7,14,30,9,6,11,13,21,14,22,31,32,47,29,14,11,65,66,64,66,67,1000.0
32,182,76,Romania,65,65,64,65,65,59,63,56,54,55,55,56,71,69,70,81,71,44,41,9,9,9,10,13,3000.0
33,178,78,Japan,65,65,65,48,53,65,56,64,67,66,63,63,67,65,66,61,62,63,62,6,9,6,7,5,2000.0
26,180,76,United States,65,66,57,53,51,66,42,64,41,33,64,64,76,77,75,64,73,60,54,6,14,10,7,9,800.0
22,193,85,Korea Republic,65,74,34,69,76,50,51,61,40,28,30,62,50,55,59,62,74,28,20,7,5,14,13,11,3000.0
26,185,77,United States,65,67,44,52,63,58,47,51,48,35,56,58,61,58,65,62,64,62,60,6,12,14,13,6,4000.0
31,181,78,Venezuela,65,65,60,62,62,65,46,59,55,65,63,62,71,74,68,67,68,40,49,8,12,14,13,14,500.0
25,177,60,Chile,65,70,60,30,60,59,51,56,53,49,58,61,61,71,68,60,77,64,62,9,14,10,8,11,1000.0
23,185,81,Germany,65,72,65,60,64,62,57,66,60,49,51,65,80,84,65,55,69,59,55,12,11,11,5,11,1000.0
28,184,77,Serbia,65,65,62,61,48,59,56,66,63,54,56,65,77,77,75,66,68,40,37,7,13,13,7,8,2000.0
32,170,68,Argentina,65,65,54,52,56,70,41,59,48,47,67,68,55,55,58,66,65,64,64,15,5,9,7,12,4000.0
29,175,73,Japan,65,65,64,49,57,62,35,60,39,26,60,62,75,77,75,64,68,64,62,6,10,15,6,7,1000.0
36,173,64,Japan,65,65,37,68,63,67,69,63,54,55,65,68,65,41,70,63,76,26,29,14,9,11,11,8,1000.0
34,179,75,Uruguay,65,65,70,46,64,64,50,59,58,65,52,64,69,66,70,60,47,63,53,5,7,9,14,11,500.0
25,178,76,Gambia,65,70,52,57,53,65,48,63,53,49,62,65,72,69,75,64,71,65,63,7,15,14,7,8,5000.0
24,185,78,Brazil,65,70,42,20,63,52,33,37,31,32,39,58,59,51,45,59,51,71,62,10,13,6,13,8,2000.0
35,169,64,Japan,65,65,62,32,44,70,27,56,33,31,60,64,35,35,74,65,83,64,62,13,13,12,9,7,1000.0
25,185,78,Switzerland,65,71,10,9,10,27,9,11,14,12,16,12,30,19,34,46,46,10,14,69,64,62,66,68,3000.0
21,176,68,Scotland,65,76,63,60,30,58,46,65,67,65,50,64,85,86,84,53,74,30,25,12,7,9,10,8,10000.0
23,181,72,England,65,72,58,59,52,58,46,67,61,55,53,64,90,89,81,53,70,26,28,5,8,8,10,12,2000.0
27,171,68,Japan,65,65,63,52,44,57,59,67,59,54,55,65,73,74,75,64,76,59,59,9,9,10,6,12,1000.0
32,189,85,Ukraine,65,65,41,25,68,58,25,34,25,46,66,41,48,58,45,57,58,65,64,11,7,15,7,8,2000.0
29,186,84,Japan,65,65,23,66,74,60,63,54,33,20,28,58,49,48,38,62,41,35,18,6,14,11,7,13,2000.0
32,169,67,Japan,65,65,64,62,35,64,56,64,60,64,53,61,75,81,80,55,80,49,52,15,12,6,8,10,3000.0
35,182,79,Armenia,65,65,33,70,70,39,57,58,32,25,33,65,53,46,59,70,52,18,16,6,10,10,7,14,500.0
25,182,77,Scotland,65,72,31,24,64,49,26,32,30,25,45,51,52,54,56,59,62,68,71,9,11,7,11,10,2000.0
30,172,65,Argentina,65,65,65,26,52,56,28,64,37,22,48,63,76,73,70,59,66,60,61,14,8,12,14,13,4000.0
32,167,64,Japan,65,65,62,62,40,65,56,67,60,49,58,66,65,70,79,63,86,40,35,14,10,7,15,8,1000.0
31,169,66,Japan,65,65,62,32,51,64,33,52,28,33,57,57,71,64,78,60,81,63,62,15,12,12,13,6,1000.0
35,181,75,Japan,65,65,11,9,14,23,9,17,14,11,27,13,26,24,37,59,45,14,11,65,64,58,65,64,1000.0
24,172,70,Austria,65,71,53,58,50,62,54,75,69,45,57,71,84,81,88,62,87,40,39,12,5,13,11,5,2000.0
25,182,79,Brazil,65,70,27,20,61,56,27,39,22,26,46,49,70,73,33,59,55,67,67,10,8,9,15,7,2000.0
36,180,69,Japan,65,65,76,41,63,69,39,66,49,38,67,64,42,61,55,60,66,62,60,13,7,7,12,10,950.0
24,177,66,Japan,65,68,64,48,63,65,37,66,52,49,63,66,71,75,74,58,70,45,46,10,13,10,6,14,3000.0
30,173,68,Japan,65,65,63,58,51,65,45,63,59,62,64,66,60,61,70,65,74,63,60,10,6,14,9,13,1000.0
27,174,67,Japan,65,67,68,60,48,67,40,62,59,65,65,67,76,77,56,62,73,64,62,9,14,6,5,9,2000.0
35,183,77,Japan,65,65,58,67,60,64,62,66,60,50,48,63,56,47,73,69,57,17,18,11,12,13,8,13,1000.0
24,171,65,Korea Republic,65,71,65,60,61,64,50,67,40,34,47,65,83,82,81,62,74,12,15,10,6,9,11,12,2000.0
32,181,82,Colombia,65,65,40,26,66,68,34,47,50,65,68,55,55,59,53,62,58,59,51,11,10,15,10,11,500.0
21,180,81,England,65,74,51,35,66,57,31,54,38,36,51,58,69,70,60,61,64,67,67,12,7,7,11,6,5000.0
23,177,79,Ivory Coast,65,69,59,59,61,59,54,68,48,40,54,68,88,83,80,62,76,33,38,9,7,11,10,10,2000.0
29,171,66,Japan,65,65,63,52,42,67,44,59,52,61,65,68,82,79,79,64,78,59,52,10,13,11,9,6,1000.0
25,175,67,Papua New Guinea,65,68,63,55,45,58,40,69,55,53,50,66,88,85,75,58,71,17,14,12,9,12,8,14,500.0
29,174,70,Japan,65,65,58,67,65,65,65,62,62,67,54,65,65,61,69,60,71,31,26,9,11,13,10,13,2000.0
26,170,73,Argentina,65,68,58,49,49,68,50,69,56,45,64,64,72,72,76,60,77,62,64,13,10,10,6,14,3000.0
